"","tract","meanP","meanN","meanV","meanA","meanD","population16","employment","employment_percent","median_household","means_household","cash_public","food_stamp","med_age","age_me","num_of_users","num_of_tweets","bachelor","bachelor_percent","gyrByCensus","Automobile","Drove.Alone","Public.Transit","Walking","Bicycle","Other","Worked.Home","No.vehicle","One.vehicle","Two.vehicles","Three.vehicles","HoursPerWeek","Quintile.3Mbps","Total.Drivers","Mean.Travel.Time.min","not.alone","medlog","pubtrans","HO.vacancy.rate","Rental.vacancy.rate","median.rooms","Owner.occupied","Renter.occupied","Average.household.OO","Average.household.RO","OPR.....1.00","OPR..1.x..1.5","OPR.....1.51","Mortgage.units","Per.mortgage.OO","HH.Size","One.vehicle.plus"
"338",1896,1.6651376146789,-1.37935779816514,5.8774439099349,4.21847492487892,5.67315753084298,3615,2913,80.6,52755,86691,33,63,36.7,3.7,190,727,1321,42.4,225822.23301444,75.2,70.5,3.2,3.3,1.2,2.3,14.8,7.3,40.1,45.3,7.3,39.9,4,1968,25.8,29.5,10.8734138335762,1.16315080980568,6.1,5.3,3.4,35.1,64.9,1.98,1.48,99,0.4,0.6,624,84.7,1.6555,92.7
"339",1897.01,1.61629234868671,-1.37190711838599,5.90153470409847,4.18413470928192,5.66671615911063,3670,2579,70.3,70929,116252,29,12,35.3,3.3,230,1240,1213,40.4,2429784.9912101,75.5,70.7,1.4,0.7,0.6,0,21.8,0,26.2,46.8,27.1,41.9,3,1754,25.7,29.3,11.1694346556899,0.336472236621213,2.5,11.7,3.6,41.2,58.8,2.07,1.85,97.5,0.7,1.8,668,80.1,1.94064,100
"340",1897.02,1.67701740506329,-1.30241297468354,6.05034249853796,4.25053061130028,5.63425334044464,2020,1612,79.8,59415,137463,0,0,38.4,2.2,742,2020,752,38.4,383266.7938038,77.5,75.6,6,0.6,0,1.2,14.7,6,32.4,52.4,9.3,43.3,4,1197,28.1,24.4,10.9923019987241,1.79175946922805,2.7,8,4.5,48.3,51.7,1.86,1.32,100,0,0,490,75.3,1.58082,94.1
"341",1898,1.68290398126464,-1.38454332552693,5.9145591239715,4.23660316671549,5.70079427460745,3802,2954,77.7,55918,82109,11,0,37.2,2.5,497,2723,1371,39.4,498954.100409096,70.5,66.7,9.1,4.1,0.3,2.9,13.1,2.7,51.8,39.5,6,39.2,5,2243,25.6,33.3,10.931641610889,2.2082744135228,0,4.1,3.6,27,73,1.99,1.55,99.1,0.9,0,484,73.2,1.6688,97.3
"342",1899.02,1.73625429553265,-1.4315578465063,5.85797852644138,4.24481422796188,5.63310130288061,4850,3846,79.3,53877,62636,61,25,33,1.8,259,1685,1796,40.4,734859.332885984,81.4,76.1,4.1,3,0.8,1.7,9,4,54,40.2,1.8,42.5,4,3180,23.8,23.9,10.8944589496868,1.41098697371026,0,0.9,3.2,5.2,94.8,1.58,1.57,99,1,0,131,78,1.57052,96
"343",1899.03,1.6475620188195,-1.37296834901625,5.89081489761199,4.14988462587583,5.6380413546079,2055,1751,85.2,49020,76661,0,0,33.9,4,83,420,720,40.4,1038826.85945161,65.5,58.7,5.6,8.6,0,0,20.3,6.6,39.8,50,3.7,43.3,4,1070,27.9,41.3,10.7999836570821,1.7227665977411,0,13.3,2.9,18.6,81.4,1.43,1.51,97.3,0,2.7,108,42.2,1.49512,93.5
"344",1899.05,1.75718533201189,-1.41179385530228,5.92156972614605,4.21681654703147,5.66693412182169,2459,1721,70,44864,65231,31,16,35.9,2.9,170,813,794,39.4,534157.146105333,77.7,70,2,5.3,1.8,0,13.2,2.1,42.9,46.2,8.8,39.4,5,1287,29.5,30,10.7113909703943,0.693147180559945,0,0,3.1,17,83,1.94,1.62,96.1,3.2,0.7,189,76.2,1.6744,97.9
"345",1901,1.64805982453041,-1.31119354648766,5.91864645160845,4.26841825121334,5.66352825760036,4160,3317,79.7,37833,50307,121,91,32.8,1.7,1461,8066,1108,33.9,497036.503133989,65,56.8,12,13.2,0,2.1,7.8,9.7,52.1,28.9,9.2,38.4,5,3013,26.6,43.2,10.540937016624,2.484906649788,0,9,2.5,5.5,94.5,2.78,1.7,94.3,2,3.7,85,57.8,1.7594,90.2
"346",1903.01,1.66381766381766,-1.53742553742554,5.76038884992855,4.2163555786441,5.61316965034993,4189,3061,73.1,29548,42814,65,43,36.8,5.3,211,2123,1061,29.6,199324.417164145,53.7,51.6,23,10.3,0,5.3,7.7,20.9,62.4,14.1,2.6,38.6,4,2462,33.7,48.4,10.2937713386486,3.13549421592915,0,7,2.7,1.6,98.4,1.58,1.78,92.6,6,1.4,11,28.9,1.7768,79.1
"347",1904.01,1.61870503597122,-1.41870503597122,5.81640675152668,4.23227962443685,5.69686725508645,3019,1988,65.8,41012,52075,103,95,35.8,3.8,106,459,834,31.7,100461.335440387,72.1,60.4,11.6,5.9,0,1.3,9.1,6.4,62.3,20.5,10.8,38,3,1654,32.7,39.6,10.62161998579,2.45100509811232,0,4.8,2.8,0.6,99.4,4.1,1.88,92.2,3.4,4.4,10,100,1.89332,93.6
"348",1904.02,1.59962049335863,-1.30645161290323,5.92623245379737,4.17457904215073,5.68106540657197,2025,1110,54.8,22415,36350,13,83,39.4,3.9,105,354,572,31,333941.076526162,72.7,70.8,16.3,4.6,0,4.9,1.6,9.5,52.6,34.2,3.8,38.5,4,991,29.8,29.2,10.0174856565895,2.79116510781272,0,7,2.9,1.4,98.6,2.33,1.79,93.9,5.3,0.8,18,100,1.79756,90.6
"349",1905.1,1.65178571428571,-1.39747536945813,5.83260616559333,4.22183237899482,5.64878699483689,3880,2626,67.7,26696,39814,142,199,34,2.6,175,1902,667,21.5,256224.994982606,67.3,61.1,20.6,4.4,2.2,0,5.5,14.5,31.7,41.8,12.1,35.2,3,2060,29.7,38.9,10.1922690204312,3.02529107579554,0,3.1,3,1.1,98.9,7.63,2.64,78.1,7.2,14.7,19,100,2.69489,85.6
"350",1905.2,1.64390243902439,-1.39024390243902,5.88150170110903,4.22966763491673,5.6771703011135,3196,2007,62.8,21439,33581,150,206,36.1,4.2,92,210,546,20.1,321871.664592206,53.4,50.5,26.1,12,5.3,0,3.2,14,70.7,11.9,3.5,35.5,3,1460,32.6,49.5,9.97296697230593,3.26193531432865,0,5.1,3,9.2,90.8,1.8,2.38,81.7,6.4,11.9,52,35.9,2.32664,86.1
"351",1907,1.66285963926855,-1.30056793359546,5.88877269140176,4.20753028791624,5.64082801807037,2907,1902,65.4,27836,46543,4,48,34.1,2,1283,7273,708,29.9,524602.674136364,53.2,47.1,16,12.7,5.6,2.1,10.5,19.6,50.1,24.7,5.6,38.2,4,1619,24.1,52.9,10.2340854259647,2.77258872223978,0,5.3,2.5,7.9,92.1,2.59,1.68,90.6,2.1,7.2,140,100,1.75189,80.4
"352",1908.01,1.66666666666667,-1.34862385321101,5.93617497931395,4.18590894304546,5.69999797183428,2299,1434,62.4,21119,36315,58,82,37.8,4,292,1305,486,27.7,1033634.7452222,64,58.8,18,10.7,3.2,3.1,0.9,24.1,39.4,28.5,8,36.5,3,1083,30.4,41.2,9.95792838821438,2.89037175789616,0,5.8,1.9,7.5,92.5,2.29,1.74,86.3,1.9,11.9,74,74,1.78125,75.9
"353",1908.02,1.66355904481518,-1.37471377167157,5.91609761212086,4.32534509934508,5.65331795080309,2314,1595,68.9,30087,36142,79,132,36.2,3.6,850,3341,453,24,343358.272293611,72.8,65.3,17.3,4.9,0,0,5,11.9,38.4,21.2,28.6,36.9,3,1527,34.2,34.7,10.3118484637563,2.85070650150373,0,0,2.9,12.1,87.9,3.14,1.87,90.3,2.6,7.1,123,72.8,2.02367,88.2
"354",1909.01,1.60520833333333,-1.39739583333333,5.73955218763243,4.20270513854852,5.5851551668053,3455,2515,72.8,37250,41683,108,211,28.6,1.9,185,547,240,8.9,46835.2828178761,55.9,41.4,25.4,11,2.6,0.2,4.9,27.2,47.4,25.2,0.2,35.4,3,2017,32.3,58.6,10.5254072238077,3.23474917402449,0,3.5,2.8,3.2,96.8,1.71,2.88,72.8,9.4,17.9,15,33.3,2.84256,72.8
"355",1909.02,1.66108185734801,-1.39923408329344,5.8720381361679,4.27113574818665,5.61624218416935,3385,2426,71.7,34342,45368,68,139,35.5,3.6,204,698,464,16.1,108787.259663101,63.3,54.8,24,8,1.2,0.7,2.8,11.4,48,28.4,12.2,36.4,3,1815,30.8,45.2,10.4441243738737,3.17805383034795,0,3.5,2.8,6.6,93.4,2.74,2.48,76.4,10.5,13.1,87,82.1,2.49716,88.6
"356",1910,1.66285485805678,-1.28308676529388,5.94012011587471,4.23749857514535,5.68501936781704,3000,2172,72.4,32433,51650,0,92,32.3,1.7,1399,6499,700,27.3,404460.769756451,63.5,60.7,18.2,6.7,4.7,2.5,4.3,9.8,59.4,29.5,1.2,40.2,5,1642,30.1,39.3,10.3869317019609,2.90142159408275,9.9,11.1,2.8,15.3,84.7,1.8,2.02,90.5,7.1,2.4,254,100,1.98634,90.1
"357",1911.1,1.47006369426752,-1.4,5.72070394325337,4.18211535286451,5.55809397691603,3207,2158,67.3,23479,41953,49,96,46.5,3.8,56,502,558,19.7,92336.2405512835,48.2,38.2,38.2,7.4,0.6,1.6,4.1,17.5,51.9,21.1,9.5,45.2,3,1874,22.5,61.8,10.0638616835973,3.64283551561253,0,5.7,2.8,2.3,97.7,1.76,2.18,84.7,8,7.3,25,100,2.17034,82.5
"358",1911.2,1.70537634408602,-1.40430107526882,5.80367369183523,4.21760390286359,5.65909109487374,3427,2241,65.4,29201,37359,38,105,39.1,3,81,234,261,8.8,149310.185740333,61,53.4,21.5,11.2,1.5,0.4,4.5,22.3,40.8,18.3,18.6,34.6,3,1803,28.4,46.6,10.2819582342453,3.06805293513362,0,0,3.1,13.2,86.8,4.27,2.45,81.8,10.3,7.9,171,83.4,2.69024,77.7
"359",1912.01,1.7133062468258,-1.41493143727781,5.82524238597109,4.16167281446275,5.6529981035795,4347,2734,62.9,27441,38830,131,140,44,4,183,2514,494,13.5,353267.563206841,45.9,39.9,18.5,30,1.1,0.3,4.4,19.1,41.8,35.1,4,37.6,3,2176,21.9,60.1,10.2197935243245,2.91777073208428,0,4.2,2.8,8.3,91.7,4.07,2.06,83.2,5.8,11,115,83.3,2.22683,80.9
"360",1912.03,1.54528301886792,-1.56037735849057,5.69299489075933,4.19436987901229,5.54035692193534,2191,1398,63.8,27734,34243,78,137,36.1,5,57,293,255,13.3,35387.9966662857,52.5,48,27.3,11.1,2.2,1.9,5.1,23.4,44.8,23.9,7.9,37.1,3,1201,33,52,10.2304143763138,3.30688670219091,0,5.2,2.8,6.5,93.5,2.84,2.14,78.5,1.8,19.7,68,88.3,2.1855,76.6
"361",1912.04,1.51181911613566,-1.45220966084275,5.79925971614679,4.18506227182612,5.5737562572494,1666,1105,66.3,30272,35245,33,63,40.1,3.5,29,145,329,23.1,127833.777354744,45.6,38.3,35.9,7,3.1,2.3,6,31.2,33.6,21.7,13.5,34.9,3,845,33.4,61.7,10.3179784718516,3.58073729549423,0,6,3,10.5,89.5,3.05,2.13,93,3.2,3.8,79,96.3,2.2266,68.8
"362",1913.01,1.62167125803489,-1.40036730945822,5.82428924664851,4.27386007820622,5.60864427547115,2109,1311,62.2,32167,45325,61,88,37.3,3.4,146,583,420,24.1,242565.289013773,79.6,70.8,13.4,0,0.7,4.3,2,10.8,26.6,47.8,14.8,39.3,3,1107,31,29.2,10.3786963612996,2.59525470695687,0,0,3.2,10.5,89.5,3.24,2.49,80.3,4.1,15.5,101,100,2.56875,89.2
"363",1914.1,1.71428571428571,-1.44625850340136,5.78152940486313,4.18899361649006,5.63340848961487,3962,2669,67.4,31673,39439,72,187,32.8,2.4,70,343,513,15.6,698816.266248917,56.6,51.7,37.9,4.1,1.1,0.3,0,18.7,47,26.3,8.1,35.9,2,2193,34.4,48.3,10.3632198619172,3.63495111208838,0,4.6,3,2.7,97.3,3.78,2.87,68.7,16.1,15.2,39,86.7,2.89457,81.4
"364",1914.2,1.66534391534392,-1.49669312169312,5.78499811362694,4.18957875206867,5.61697502247005,2787,2158,77.4,39680,46605,131,203,30.2,2.2,53,1599,232,10.3,222017.54611866,50.9,41.6,35.7,6.1,3.5,1.5,2.3,22.2,39.5,24.3,14,34.1,3,1927,36,58.4,10.5886025613988,3.57515068878559,0,6.2,3.2,8.4,91.6,3.76,3.39,71.4,10.8,17.8,73,74.5,3.42108,77.8
"365",1915,1.66341972516959,-1.47034266829014,5.65521256701123,4.27631964169718,5.51677545825124,4515,2897,64.2,34896,45636,160,305,29.4,2.1,116,2140,447,12.6,69087.0327020862,65.9,53.5,27.7,3.8,0,1.4,1.3,14.1,40.8,31.3,13.7,35.9,3,2335,29.4,46.5,10.4601274884414,3.32143241319329,0,5.6,3.2,10.9,89.1,3.53,3.35,65.6,20.8,13.7,139,77.2,3.36962,85.8
"366",1916.1,1.63846801346801,-1.54335016835017,5.74135366980619,4.22546954674582,5.58760417439542,3652,2730,74.8,45154,54155,50,128,33,3.3,99,286,464,15.1,32220.2830837606,61.6,49.4,28.6,3.6,3.3,0.9,2,15.1,33.3,34.9,16.7,37.1,3,2412,33.2,50.6,10.7178341484979,3.35340671782581,0,6.3,3.4,13.9,86.1,3.15,3.26,79.9,7.5,12.7,150,76.5,3.24471,84.9
"367",1916.2,1.72727272727273,-1.45568181818182,5.75014229494033,4.20334109704864,5.62071609668661,2487,1545,62.1,33073,44039,89,115,34.8,3.9,60,517,267,14,244266.820923815,56.1,45.6,37,3.2,0,2.8,0.8,13.6,45.4,23.6,17.4,32.8,2,1315,35.8,54.4,10.406472518523,3.61091791264422,0,1.4,2.9,4.7,95.3,2.12,2.74,79.8,7.3,12.9,27,54,2.71086,86.4
"368",1917.1,1.64483747609943,-1.32719885277247,5.78782046540183,4.25315840924535,5.58348189031155,2482,1823,73.4,25774,41215,68,82,32.4,4.7,363,1199,325,16.5,142947.750616935,57.8,53.1,26.9,5.4,3.6,2.1,4.3,21.2,43.2,32.5,3.1,33,2,1346,34.7,46.9,10.1571215108483,3.29212628660779,0,3.6,2.4,5.3,94.7,1.48,2.27,72.5,8.8,18.7,25,37.9,2.22813,78.8
"369",1917.2,1.56965174129353,-1.3665008291874,5.73235807478209,4.21327916371409,5.60550619927788,3269,2420,74,32188,41855,68,127,34.5,1.8,65,266,414,15,77430.5137044857,52.2,46.3,43.4,2.7,0.9,0.2,0.5,24.6,43,24.7,7.7,35,2,2046,38.8,53.7,10.379348991266,3.77045944110636,0,2.5,2.9,8.3,91.7,3.35,3.23,65.4,6.7,27.8,48,43.6,3.23996,75.4
"370",1918.2,1.58198757763975,-1.39565217391304,5.78918334772071,4.22512285633166,5.64944146152995,2217,1641,74,34196,45466,31,79,36.1,2.1,181,920,375,20,108260.479445292,68,63.6,15.6,6.4,3.1,1.8,5,10.5,46.6,36.4,6.5,36,4,1331,29.8,36.4,10.4398639571461,2.74727091425549,0,5.3,3,8.6,91.4,3.04,2.14,88.6,4.7,6.7,59,58.4,2.2174,89.5
"371",1919.01,1.70071684587814,-1.34014336917563,5.87340542241018,4.21863430461716,5.63542860865852,3444,2941,85.4,54928,60791,42,24,31.4,2.6,407,1539,1081,38.6,403589.753359529,71,66.6,7.6,9.1,0,2.2,10.1,13.5,33.4,34.8,18.3,38.8,4,2350,25.2,33.4,10.9137785156975,2.02814824729229,0,0.5,3.2,2.1,97.9,2.24,2.06,93.5,4.9,1.6,23,60.5,2.06378,86.5
"372",1919.02,1.69761029411765,-1.26930147058824,6.00543879191293,4.15216963994454,5.73879108004865,2763,2021,73.1,64710,142730,0,4,41,2.9,333,978,934,36.1,1087135.70172286,68.4,67.7,0.2,6.9,0,4.4,20.2,1.8,35.3,47.1,15.8,39.7,4,1173,23.8,32.3,11.0776710280513,-1.6094379124341,0,0,3.4,36.1,63.9,2.22,1.98,95.5,2.6,1.9,477,93,2.06664,98.2
"373",1920.01,1.70926243567753,-1.33876500857633,5.93163448969864,4.22827482575354,5.70037597495482,2141,1307,61,52412,72956,30,0,38.1,2.1,448,1226,722,37.3,302895.914031908,84.5,80.8,4.7,3,0.7,2.4,4.7,7.7,47.7,36.9,7.6,41.2,4,1141,24.5,19.2,10.8668908517245,1.54756250871601,0,4.8,3.3,12.8,87.2,3.1,1.59,94.7,0.2,5.1,124,80,1.78328,92.2
"374",1920.02,1.64298127051554,-1.37072793975671,5.8143916556019,4.22095919426494,5.63838824758122,2267,1791,79,79667,109768,10,10,40.6,3.3,517,2864,961,44.4,126835.186782003,80.6,76.7,0.5,2.1,5.8,2.5,8.5,0.8,32.5,54.9,11.9,42.7,5,1583,24.4,23.3,11.2856107263372,-0.693147180559945,0,1.1,4.7,36.7,63.3,2.23,1.65,100,0,0,397,79.6,1.86286,99.3
"375",1923,1.82910628019324,-1.39311594202899,5.96065594829575,4.20654225083654,5.71285805957245,2594,1981,76.4,71419,104316,40,0,37.7,5.5,195,843,1156,49.3,198912.759696336,81.1,78.6,0.5,1.7,0,0.5,16.1,0,54.8,22.8,22.4,41.5,4,1414,24.1,21.4,11.1763192193702,-0.693147180559945,0,3.5,3.4,27.6,72.4,2,1.62,96.2,1.7,2.1,316,71.2,1.72488,100
"376",1924.1,1.68805704099822,-1.50802139037433,5.82867814497798,4.15634173449892,5.64947133016828,3239,2291,70.7,54500,76737,77,48,40.5,4.1,104,807,1236,41.6,179084.633697939,81.1,71.4,4.5,1.5,3.2,0,9.8,4.2,28.4,52.8,14.7,39.3,4,1802,27.7,28.6,10.9059559806513,1.50407739677627,0,4.5,3.6,31,69,2.38,1.97,93.4,4.4,2.2,354,66.3,2.0971,95.9
"377",1924.2,1.67426160337553,-1.36540084388186,5.90365810049525,4.27909256095237,5.68984545289142,3188,2301,72.2,49508,62692,17,14,34.6,2.4,102,443,708,26.8,108754.488879615,80.8,70.9,12,2.3,0,1.9,3,10,39.9,39.9,10.2,37.5,3,1918,30.3,29.1,10.8098895516599,2.484906649788,0,1.9,3.2,13.8,86.2,3.11,2.92,83.9,5.5,10.6,169,91.4,2.94622,90
"378",1925.1,1.49691358024691,-1.32201646090535,5.74114990593233,4.24156316749307,5.58923529208186,3160,2008,63.5,35808,47822,41,94,39.2,3.3,59,241,923,35.8,906805.028938471,61.1,45.4,29.4,3,0,0,6.4,20.2,22.8,40.4,16.7,36.8,3,1818,34.6,54.6,10.4859266111117,3.38099467434464,0,1.6,3.3,17.2,82.8,3.61,3.1,76.1,17.3,6.6,179,86.5,3.18772,79.9
"379",1926.1,1.66223404255319,-1.44946808510638,5.75360644562956,4.21492633052018,5.61052233944006,3860,2787,72.2,30307,40486,36,129,32.9,3.5,155,811,472,16.1,321792.063988243,66,52.5,27.3,1.6,1,0.4,3.8,16.8,31.6,37.4,14.1,34.8,3,2219,36.4,47.5,10.319133987918,3.30688670219091,0,8,3.1,11.6,88.4,4.98,3.19,63.1,13.3,23.5,135,79.9,3.39764,83.1
"380",1926.2,1.5165799739922,-1.45578673602081,5.7496005693047,4.26927756624022,5.59365938996358,2938,2211,75.3,36280,39399,52,108,31.7,2.7,61,401,523,22.5,188893.036471886,62.6,51.1,28.1,2.3,1,0.7,5.3,18.9,38,30,13.1,36.7,3,1664,36.4,48.9,10.4990219042291,3.3357695763397,0,4.3,2.5,3.7,96.3,5.44,2.81,63,15.9,21.1,34,70.8,2.90731,81.1
"381",1927,1.67630597014925,-1.48880597014925,5.73057539581816,4.26134699805732,5.58268610371213,2503,1416,56.6,30156,37860,101,76,40.3,5.1,131,359,352,15.9,49443.8381120129,55.6,51.4,31.2,1.4,0,1.9,10,8.4,57.1,24.3,10.2,34.5,3,1132,33.7,48.6,10.3141391873316,3.44041809481544,0,5.9,3.2,8.3,91.7,3.45,2.37,86.2,6,7.9,43,50,2.45964,91.6
"382",1941.01,1.63875786163522,-1.2189465408805,5.89875660561616,4.18182545727754,5.60050113782128,2587,2054,79.4,75424,102991,77,44,37.9,3.8,346,1409,1096,43.4,572606.212909283,72.7,70.1,9.3,5,0,4.6,8.5,4.9,45.1,39.3,10.7,42.4,4,1551,26.2,29.9,11.2308808057359,2.23001440015921,14.7,5.6,4.2,26.9,73.1,2.09,1.66,98.3,0,1.7,385,86.1,1.77567,95.1
"383",1941.02,1.4948325754444,-1.47581645307979,5.74659240893406,4.20842144959684,5.59027635971989,2924,2347,80.3,139048,222329,9,0,42.4,6.2,109,588,1035,38.3,255620.324904413,72.3,66.9,0,1.1,0.9,1.1,24.6,0,18.3,50.7,31,45.3,4,1548,28.7,33.1,11.8425744762433,-4.60517018598809,0,10.6,6.8,76.3,23.7,2.36,1.89,100,0,0,947,80.6,2.24861,100
"384",1942,1.71381423856671,-1.34559170202735,5.93618521440751,4.19238502396146,5.69198598641445,2865,2094,73.1,122125,228428,0,0,43.5,2.8,297,1016,1273,46.4,624075.643212487,78.6,69.3,2.4,0.8,0,2.5,15.7,2.8,28.7,49.8,18.7,44,4,1783,27.6,30.7,11.7128003893451,0.8754687373539,3.6,16.4,5.7,65.2,34.8,2.09,2.13,97.7,0.8,1.5,891,79.4,2.10392,97.2
"385",1943,1.74193548387097,-1.34408602150538,5.88798612879281,4.21149061169754,5.68186822596702,2882,2102,72.9,134536,277019,48,0,41.8,3.1,81,397,894,32.7,829527.950964,64.5,52.8,0.3,1,0,5.4,28.9,0,17.9,43.2,38.9,42.8,4,1299,30.8,47.2,11.8095871002026,-1.20397280432594,6.1,18.7,6.2,74.4,25.6,2.3,3.03,98.2,1.8,0,910,82.1,2.48688,100
"386",1944.01,1.59532246633593,-1.33061658398299,5.8798803689188,4.12673579085535,5.62981554235793,2290,1673,73.1,64167,83725,7,10,34.4,2.3,317,1538,834,39.9,1144827.36199518,77,72.7,3.5,5.9,0,2.1,11.4,9.5,42.1,31.7,16.7,41.9,5,1365,27.8,27.3,11.0692443388336,1.25276296849537,23.6,0,3.7,10.2,89.8,2.07,1.74,98.4,1.6,0,85,64.9,1.77366,90.5
"387",1944.02,1.66180819602873,-1.28855090832277,5.94817846061672,4.21154342143238,5.68940576008137,3202,2491,77.8,79432,120823,0,12,36.5,2.2,452,2769,1170,41.2,498560.207285185,79.1,74.4,4.1,5.8,0,0.5,10.4,7.4,26.7,53.9,11.9,41.9,5,2212,28.9,25.6,11.2826565887134,1.41098697371026,7.1,2,3.8,19.5,80.5,2.24,1.6,98.3,0,1.7,270,68.4,1.7248,92.5
"388",1945,1.65262824572514,-1.29322355921469,5.97098991543059,4.18577866015104,5.72886638104099,1945,1383,71.1,100656,132522,8,0,40.8,2.3,524,1728,609,33.9,320037.513301192,77,67.9,5,2,0.9,0,15.1,1.2,33.5,44.6,20.7,41.9,4,999,27.7,32.1,11.5194640418098,1.6094379124341,0,6.1,5.8,50.5,49.5,2.25,2.04,100,0,0,320,63.6,2.14605,98.8
"389",1951,1.58295625942685,-1.29638009049774,5.96901043561533,4.11191121145691,5.73582287036914,4053,2856,70.5,97878,143755,60,14,44.2,3.2,208,783,1661,43.7,670383.130038826,80.1,75.1,2.8,2.4,0,0,14.7,2.6,27.2,50.5,19.7,39.7,4,1916,24,24.9,11.4914770841644,1.02961941718116,0,5.7,5,60.2,39.8,2.31,1.63,96.5,0.9,2.6,956,76.2,2.03936,97.4
"390",1952.01,1.65698587127159,-1.50235478806907,5.74966389494246,4.23448729784856,5.60393503673963,2647,2077,78.5,63074,92256,0,0,38.7,3.4,52,671,968,38.3,754544.265450965,71.9,66,8.7,6,1.7,0.6,11.2,2.9,38.1,48.9,10,38.2,4,1669,27.2,34,11.0520639192417,2.16332302566054,0,6.4,3.9,20.4,79.6,1.76,1.91,97.5,2.5,0,278,88.5,1.8794,97
"391",1952.02,1.46961740435109,-1.4178544636159,5.72239735114098,4.23851773467267,5.59009510114219,2848,2044,71.8,112226,140910,0,73,40.5,3.3,51,564,887,33.3,1003049.03696619,77.3,67.3,4.7,0,1.1,2.3,14.5,2,19.6,58,20.4,43.8,4,1683,26.8,32.7,11.628269974281,1.54756250871601,5.2,0,5.1,56.3,43.7,2.18,2.43,94,6,0,589,71.4,2.28925,98
"392",1953,1.68463219227968,-1.41478514202476,5.83722077122143,4.23218314761117,5.65170684730288,3076,2305,74.9,56168,77253,37,37,36.7,1.9,220,1320,803,30,867357.443239638,73.9,69.7,10.7,6.1,1.2,0.3,7.7,1.8,33.8,42.9,21.4,38.6,4,1846,31.9,30.3,10.9361024786971,2.37024374146786,0,4.3,3.7,23.5,76.5,2.41,2.13,93,2.3,4.7,255,71.4,2.1958,98.1
"393",1954,1.60781609195402,-1.34528735632184,5.94080643732659,4.21490520472349,5.68838188431207,4002,3018,75.4,67213,94930,67,14,42.7,2.3,256,962,1374,35.5,236115.789517642,83.8,77.7,5.8,2.6,1.5,0,6.4,0.3,51.3,35.2,13.2,40.7,4,2213,33.7,22.3,11.1156219601827,1.75785791755237,1.8,0.9,4,34.8,65.2,2.11,1.56,98.9,0.4,0.7,639,81.6,1.7514,99.7
"394",1955,1.58306339657566,-1.42202683942619,5.78506750841848,4.23129386134558,5.59001642882774,4726,3666,77.6,72011,96464,39,35,39,2.3,231,1023,1065,25.5,376217.998897431,74.8,66.7,8,0.6,3.6,1.5,11.5,7.1,30.4,35.6,26.9,38.7,4,2488,30.8,33.3,11.1845741641066,2.07944154167984,0,5.3,4.6,40.9,59.1,2.58,2.02,97.2,2.1,0.7,648,70.4,2.24904,92.9
"395",1956,1.68335472828413,-1.44330338040223,5.86746799167158,4.2488545218997,5.66800635717789,2474,1829,73.9,51111,66861,46,146,33.4,1.7,213,1636,532,24.2,314898.325637348,65.5,54.2,27.8,0,0.7,0.7,5.3,12.2,36.3,30.4,21.1,38.5,3,1415,31.1,45.8,10.8417550172137,3.32503602069659,2.4,0,3.9,29.7,70.3,2.48,2.77,81,3.5,15.5,307,85,2.68387,87.8
"396",1957.1,1.63022157646204,-1.41627315655648,5.82745752438137,4.21232296447312,5.63450541301431,3969,2570,64.8,33125,45974,82,183,33.1,2.4,139,1543,494,15.8,181919.160116012,51.4,42,37.1,2.8,0.9,3.7,4.2,27.1,24.6,34.8,13.4,35.3,3,2111,31.7,58,10.4080435632885,3.61361696961339,0,4.1,3.3,10.6,89.4,2.94,3.59,62.7,17.9,19.5,95,66.4,3.5211,72.8
"397",1957.2,1.62787550744249,-1.38633288227334,5.81605619616974,4.2208770411371,5.61617328710534,1857,1426,76.8,38011,52411,59,107,33.7,2.7,117,963,329,19.1,1180119.67180837,66,57.3,23.3,6.2,3.2,0,1.4,18.9,36.4,19.5,25.2,37.3,4,1088,30.8,42.7,10.5456308705033,3.14845336057165,0,3.9,3.2,15.8,84.2,4.12,2.42,82.1,4.1,13.8,128,97,2.6886,81.1
"398",1958.02,1.63229963753524,-1.3717277486911,5.81261137118825,4.24675477214418,5.63789198058331,2354,1582,67.2,39004,50880,62,122,35.2,2.2,111,996,309,16.5,315765.993540929,78.1,63.1,16.6,0,0,0.4,4.9,13.5,28.5,42.7,15.4,35,2,1119,32,36.9,10.571419483955,2.8094026953625,0,0,3.9,19.2,80.8,3.03,2.89,75.9,13.4,10.7,100,56.2,2.91688,86.6
"399",1958.03,1.52480705622933,-1.26130099228225,5.97790943309063,4.15920057572208,5.6085451739848,2257,1620,71.8,61862,83848,10,43,34.9,2.4,151,515,612,30.6,729707.335466061,78.9,60.2,8.7,0,0,0.8,11.6,10.1,33.1,33.2,23.6,39.8,4,1244,32.8,39.8,11.0326613767866,2.16332302566054,0,3.4,3.8,27.8,72.2,2.57,2.17,89.5,2.7,7.8,310,95.4,2.2812,89.9
