Incident Number,Date Occurred,UCR,UCR Description,Location,Gang Related,Latitude,Longitude,Map Point
150073597,06/08/2015 12:00:00 AM,2000,Family Offenses,1300BLK 15TH ST,false,34.0255000008356,-118.485513889855,"(34.0255000008356, -118.485513889855)"
150017091,02/08/2015 12:00:00 AM,2300,Public Intoxication,7TH ST / OZONE ST,true,34.001166666691,-118.472819444463,"(34.001166666691, -118.472819444463)"
150017096,02/08/2015 12:00:00 AM,0630,Larceny - Shoplift,200BLK BROADWAY,false,34.0137638889677,-118.495166666565,"(34.0137638889677, -118.495166666565)"
150017135,02/08/2015 12:00:00 AM,2300,Public Intoxication,600BLK WILSHIRE BLVD,false,34.0210138891687,-118.495916666331,"(34.0210138891687, -118.495916666331)"
150017146,02/07/2015 12:00:00 AM,0640,Larceny - From Vehicle,1500BLK 6TH ST,true,34.0159305564283,-118.490888889905,"(34.0159305564283, -118.490888889905)"
150017156,02/08/2015 12:00:00 AM,0450,Simple Assault,2800BLK NEILSON WAY,false,33.9993750003174,-118.48195833365,"(33.9993750003174, -118.48195833365)"
150017161,02/09/2015 12:00:00 AM,2300,Public Intoxication,1400BLK 4TH ST,true,34.0157361119339,-118.49436111207,"(34.0157361119339, -118.49436111207)"
150017231,02/07/2015 12:00:00 AM,1400,Vandalism,1800BLK STEWART ST,false,34.0277361115841,-118.464500000392,"(34.0277361115841, -118.464500000392)"
150017246,02/08/2015 12:00:00 AM,1400,Vandalism,2300BLK 5TH ST,false,34.0068333337271,-118.482944444837,"(34.0068333337271, -118.482944444837)"
150017264,02/09/2015 12:00:00 AM,2606,Contempt of Court,2200BLK COLORADO AVE,true,34.0278888894864,-118.47454166596,"(34.0278888894864, -118.47454166596)"
150017273,02/06/2015 12:00:00 AM,0660,Larceny - Bicycle,300BLK IDAHO AVE,true,34.0227916669371,-118.503527777443,"(34.0227916669371, -118.503527777443)"
150017290,02/05/2015 12:00:00 AM,0650,Larceny - Vehicle Parts/Acc,1800BLK 7TH ST,false,34.0123611120281,-118.48487500105,"(34.0123611120281, -118.48487500105)"
150017299,02/07/2015 12:00:00 AM,0511,Burglary-Force Resd,1200BLK 20TH ST,true,34.0306805563869,-118.482361112052,"(34.0306805563869, -118.482361112052)"
150017371,02/03/2015 12:00:00 AM,0670,Larceny - From Building,1800BLK LINCOLN BLVD,true,34.013069445575,-118.48386111239,"(34.013069445575, -118.48386111239)"
150017399,02/06/2015 12:00:00 AM,0511,Burglary-Force Resd,1100BLK 21ST ST,true,34.0328333342449,-118.483041667728,"(34.0328333342449, -118.483041667728)"
150017428,02/09/2015 12:00:00 AM,1400,Vandalism,100BLK BROADWAY,true,34.0131388891372,-118.49593055524,"(34.0131388891372, -118.49593055524)"
160067992,05/05/2016 12:00:00 AM,1100,Fraud,300BLK W PRESTON ST,false,,,
160700665,10/06/2016 12:00:00 AM,1400,Vandalism,2400BLK 4TH ST,false,,,
150017484,02/09/2015 12:00:00 AM,2600,All Other Offenses,3100BLK NEILSON WAY,false,33.997416666728,-118.479986111164,"(33.997416666728, -118.479986111164)"
150017486,02/04/2015 12:00:00 AM,2600,All Other Offenses,1000BLK EUCLID ST,false,34.0280555563684,-118.492194445426,"(34.0280555563684, -118.492194445426)"
160065944,06/02/2016 12:00:00 AM,1100,Fraud,900BLK MONTANA AVE,false,34.028722222455,-118.499416666369,"(34.028722222455, -118.499416666369)"
160066337,06/03/2016 12:00:00 AM,0640,Larceny - From Vehicle,1300BLK 4TH  ST,true,34.0170694453256,-118.495916667683,"(34.0170694453256, -118.495916667683)"
150017494,02/07/2015 12:00:00 AM,1400,Vandalism,800BLK BAY ST,true,34.0120416670006,-118.481180554982,"(34.0120416670006, -118.481180554982)"
150017510,02/09/2015 12:00:00 AM,2614,Trespass/Illegal Entry,2500BLK KANSAS AVE,true,34.0242777782055,-118.463611110579,"(34.0242777782055, -118.463611110579)"
160114867,09/09/2016 12:00:00 AM,2600,All Other Offenses,1500BLK EUCLID ST,false,34.0212916674766,-118.484277778732,"(34.0212916674766, -118.484277778732)"
150017533,02/09/2015 12:00:00 AM,0512,Burglary-Force Non-Resd,1500BLK OLYMPIC BLVD,true,34.0208194446673,-118.479124999707,"(34.0208194446673, -118.479124999707)"
150017593,02/09/2015 12:00:00 AM,1822,Narco Possess-Marijuana,CLOVERFIELD BLVD / PICO BLVD,true,34.0215277777778,-118.465555555556,"(34.0215277777778, -118.465555555556)"
150017671,02/09/2015 12:00:00 AM,1400,Vandalism,1800BLK LINCOLN BLVD,true,34.013069445575,-118.48386111239,"(34.013069445575, -118.48386111239)"
150017672,02/10/2015 12:00:00 AM,0690,Larceny - Other,1300BLK 3RD STREET PROM,true,34.0163194453167,-118.496861112124,"(34.0163194453167, -118.496861112124)"
150017822,02/10/2015 12:00:00 AM,0710,GTA - Passenger Car,700BLK HILL ST,true,34.0052638891385,-118.475499999554,"(34.0052638891385, -118.475499999554)"
150017823,02/04/2015 12:00:00 AM,1100,Fraud,400BLK MONTANA AVE,true,34.0249305558686,-118.504097221836,"(34.0249305558686, -118.504097221836)"
150038579,03/27/2015 12:00:00 AM,0670,Larceny - From Building,1500BLK LINCOLN BLVD,false,34.0174583342134,-118.489013889899,"(34.0174583342134, -118.489013889899)"
150017833,02/06/2015 12:00:00 AM,0521,Burglay-Unlaw Entry-Resd,200BLK MARINE ST,true,33.9983194445674,-118.47923611094,"(33.9983194445674, -118.47923611094)"
150161701,12/13/2015 12:00:00 AM,1400,Vandalism,300BLK OLYMPIC DR,false,34.0116527794303,-118.492333335271,"(34.0116527794303, -118.492333335271)"
160072777,06/17/2016 12:00:00 AM,0690,Larceny - Other,1700BLK THE BEACH,false,34.0024166833182,-118.489625016025,"(34.0024166833182, -118.489625016025)"
150042469,04/04/2015 12:00:00 AM,0450,Simple Assault,1600BLK OCEAN AVE,false,34.011736111373,-118.493847221677,"(34.011736111373, -118.493847221677)"
150127556,09/29/2015 12:00:00 AM,1700,Sex Offenses - Other,LINCOLN BLVD / OCEAN PARK BLVD,true,34.0069166666667,-118.476333333333,"(34.0069166666667, -118.476333333333)"
150127584,09/29/2015 12:00:00 AM,2300,Public Intoxication,600BLK WILSHIRE BLVD,true,34.0210138891687,-118.495916666331,"(34.0210138891687, -118.495916666331)"
150127589,09/25/2015 12:00:00 AM,1400,Vandalism,1100BLK 21ST ST,true,34.0328333342449,-118.483041667728,"(34.0328333342449, -118.483041667728)"
150017850,02/03/2015 12:00:00 AM,0512,Burglary-Force Non-Resd,1700BLK 16TH ST,true,34.0209861111541,-118.478416666718,"(34.0209861111541, -118.478416666718)"
150017851,02/10/2015 12:00:00 AM,2300,Public Intoxication,2600BLK LINCOLN BLVD,true,34.0064027782444,-118.475625000646,"(34.0064027782444, -118.475625000646)"
150017882,02/09/2015 12:00:00 AM,0710,GTA - Passenger Car,1000BLK OCEAN AVE,false,34.0188472230919,-118.503555556566,"(34.0188472230919, -118.503555556566)"
150068898,05/30/2015 12:00:00 AM,0640,Larceny - From Vehicle,1000BLK 20TH ST,false,34.0334166675852,-118.485541667714,"(34.0334166675852, -118.485541667714)"
150068907,05/30/2015 12:00:00 AM,0660,Larceny - Bicycle,2800BLK 6TH ST,false,34.0031805555711,-118.477347222238,"(34.0031805555711, -118.477347222238)"
150068971,05/31/2015 12:00:00 AM,0690,Larceny - Other,1000BLK 17TH ST,false,34.0311111120035,-118.488388889948,"(34.0311111120035, -118.488388889948)"
150068991,05/31/2015 12:00:00 AM,0450,Simple Assault,500BLK HOLLISTER AVE,true,34.0067083334635,-118.482083333124,"(34.0067083334635, -118.482083333124)"
150069360,05/31/2015 12:00:00 AM,0670,Larceny - From Building,1400BLK 2ND ST,false,34.0141944451886,-118.496250000904,"(34.0141944451886, -118.496250000904)"
150069381,05/30/2015 12:00:00 AM,0610,Larceny - Pickpocket,26TH ST / SANTA MONICA BLVD,true,34.0333055555556,-118.474277777778,"(34.0333055555556, -118.474277777778)"
150069406,05/31/2015 12:00:00 AM,0450,Simple Assault,1400BLK LINCOLN BLVD,true,34.0187916675325,-118.490583334347,"(34.0187916675325, -118.490583334347)"
150069429,05/22/2015 12:00:00 AM,0660,Larceny - Bicycle,2000BLK OLYMPIC BLVD,true,34.0247916673957,-118.474583332953,"(34.0247916673957, -118.474583332953)"
150069431,05/31/2015 12:00:00 AM,1400,Vandalism,1200BLK 5TH ST,true,34.0191805564361,-118.496541667677,"(34.0191805564361, -118.496541667677)"
150069447,05/31/2015 12:00:00 AM,0511,Burglary-Force Resd,2300BLK 10TH ST,false,34.0099861113371,-118.477777778013,"(34.0099861113371, -118.477777778013)"
160137905,11/04/2016 12:00:00 AM,2610,Possess Drug Paraphernalia,400BLK MARINE ST,true,34.0000277779659,-118.476736110844,"(34.0000277779659, -118.476736110844)"
160134891,09/23/2014 12:00:00 AM,1100,Fraud,5000BLK TAMARUS ST,true,,,
150018984,02/12/2015 12:00:00 AM,0521,Burglay-Unlaw Entry-Resd,2600BLK 5TH ST,true,34.0039583340714,-118.479819445191,"(34.0039583340714, -118.479819445191)"
150019038,02/12/2015 12:00:00 AM,0660,Larceny - Bicycle,00BLK PICO BLVD,false,34.0066527778283,-118.491527777697,"(34.0066527778283, -118.491527777697)"
150019053,02/12/2015 12:00:00 AM,0630,Larceny - Shoplift,1400BLK 3RD STREET PROM,true,34.0149722230254,-118.495291667586,"(34.0149722230254, -118.495291667586)"
150019079,02/12/2015 12:00:00 AM,1400,Vandalism,1500BLK MAPLE ST,true,34.0118611112222,-118.469791666472,"(34.0118611112222, -118.469791666472)"
150019109,02/12/2015 12:00:00 AM,2300,Public Intoxication,1900BLK MAIN ST,true,34.0075277780644,-118.489291666972,"(34.0075277780644, -118.489291666972)"
150019132,02/12/2015 12:00:00 AM,1000,Forgery/Counterfeit,LINCOLN BLVD / MICHIGAN AVE,true,34.0138055555556,-118.484722222222,"(34.0138055555556, -118.484722222222)"
150019224,02/12/2015 12:00:00 AM,1400,Vandalism,1700BLK FRANKLIN ST,false,34.0331944453602,-118.463166667724,"(34.0331944453602, -118.463166667724)"
150145008,11/05/2015 12:00:00 AM,1100,Fraud,1700BLK OCEAN AVE,true,34.0097361111709,-118.49293055563,"(34.0097361111709, -118.49293055563)"
150019242,02/12/2015 12:00:00 AM,1400,Vandalism,2800BLK MAIN ST,true,33.999861111364,-118.481444444693,"(33.999861111364, -118.481444444693)"
150019296,02/13/2015 12:00:00 AM,1820,Narco Possess-Unspecified Drug,700BLK MARINE ST,true,34.002486111165,-118.473374999893,"(34.002486111165, -118.473374999893)"
150019308,02/13/2015 12:00:00 AM,0630,Larceny - Shoplift,1400BLK 3RD STREET PROM,true,34.0149722230254,-118.495291667586,"(34.0149722230254, -118.495291667586)"
150019321,02/13/2015 12:00:00 AM,2300,Public Intoxication,2ND ST / BROADWAY,true,34.0135694444581,-118.495416666648,"(34.0135694444581, -118.495416666648)"
150141968,11/04/2015 12:00:00 AM,2000,Family Offenses,1300BLK EUCLID ST,false,34.02397222305,-118.487402778743,"(34.02397222305, -118.487402778743)"
150142948,11/01/2015 12:00:00 AM,1500,Carry/Poss Weapon,100BLK BROADWAY ,true,34.0131388891372,-118.49593055524,"(34.0131388891372, -118.49593055524)"
150142997,11/01/2015 12:00:00 AM,0921,Arson-Other Resd-Inhab,1700BLK LINCOLN BLVD,true,34.0141805558611,-118.4851527781,"(34.0141805558611, -118.4851527781)"
